Dataset,Fold,Feature,Pearson_r,Abs_Pearson_r,Selected
Albrecht,1,Input,0.860321685452209,0.860321685452209,True
Albrecht,1,Output,0.8288303338965987,0.8288303338965987,True
Albrecht,1,Inquiry,0.7432513697743448,0.7432513697743448,True
Albrecht,1,File,0.6425805213861164,0.6425805213861164,True
Albrecht,1,FPAdj,0.2843701165896522,0.2843701165896522,True
Albrecht,1,RawFPcounts,0.9405745208214704,0.9405745208214704,True
Albrecht,1,AdjFP,0.9263027711150189,0.9263027711150189,True
Albrecht,2,Input,0.6290599655119035,0.6290599655119035,True
Albrecht,2,Output,0.8764158953837714,0.8764158953837714,True
Albrecht,2,Inquiry,0.8530945922585157,0.8530945922585157,True
Albrecht,2,File,0.7920343432484593,0.7920343432484593,True
Albrecht,2,FPAdj,0.18821679796269414,0.18821679796269414,False
Albrecht,2,RawFPcounts,0.9524928671776143,0.9524928671776143,True
Albrecht,2,AdjFP,0.9457124409414479,0.9457124409414479,True
Albrecht,3,Input,0.25744495498736547,0.25744495498736547,True
Albrecht,3,Output,0.9419944738750353,0.9419944738750353,True
Albrecht,3,Inquiry,0.7623330910411571,0.7623330910411571,True
Albrecht,3,File,0.8430518072892296,0.8430518072892296,True
Albrecht,3,FPAdj,0.28255904218140704,0.28255904218140704,True
Albrecht,3,RawFPcounts,0.9475919251186734,0.9475919251186734,True
Albrecht,3,AdjFP,0.9197910812419139,0.9197910812419139,True
Albrecht,4,Input,0.6476436489077644,0.6476436489077644,True
Albrecht,4,Output,0.8778295662038076,0.8778295662038076,True
Albrecht,4,Inquiry,0.8481634281732655,0.8481634281732655,True
Albrecht,4,File,0.7703871651635984,0.7703871651635984,True
Albrecht,4,FPAdj,0.17673390673221248,0.17673390673221248,False
Albrecht,4,RawFPcounts,0.95043701392339,0.95043701392339,True
Albrecht,4,AdjFP,0.9351969922451394,0.9351969922451394,True
Albrecht,5,Input,0.6270636600797992,0.6270636600797992,True
